4159372.326,524490.961,641.1376092
4159109.989,524467.2627,594.6920892
4159108.993,524467.1728,594.5159076
4159107.997,524467.0828,594.3400168
4159107.001,524466.9928,594.1644168
4159106.005,524466.9028,593.9891074
4159105.009,524466.8129,593.8140888
4159104.013,524466.7229,593.6393607
4159103.017,524466.6329,593.4649232
4159102.021,524466.543,593.2907763
4159101.025,524466.453,593.1169198
4159100.029,524466.363,592.9433538
4159099.033,524466.2731,592.7700782
4159098.037,524466.1831,592.5970929
4159097.041,524466.0931,592.424398
4159096.045,524466.0032,592.2519933
4159095.049,524465.9132,592.0798789
4159094.053,524465.8232,591.9080546
4159093.058,524465.7333,591.7365205
4159092.062,524465.6433,591.5652766
4159091.066,524465.5533,591.3943226
4159090.07,524465.4633,591.2236587
4159089.074,524465.3734,591.0532848
4159088.078,524465.2834,590.8832009
4159087.082,524465.1934,590.7134068
4159086.086,524465.1035,590.5439025
4159085.09,524465.0135,590.3746881
4159084.094,524464.9235,590.2057635
4159083.098,524464.8336,590.0371286
4159082.102,524464.7436,589.8687834
4159081.106,524464.6536,589.7007278
4159080.11,524464.5637,589.5329618
4159079.114,524464.4737,589.3654855
4159078.118,524464.3837,589.1982986
4159077.122,524464.2938,589.0314012
4159076.126,524464.2038,588.8647933
4159075.131,524464.1138,588.6984747
4159074.135,524464.0238,588.5324456
4159073.139,524463.9339,588.3667057
4159072.143,524463.8439,588.2012551
4159071.147,524463.7539,588.0360938
4159070.151,524463.664,587.8712217
4159069.155,524463.574,587.7066387
4159068.159,524463.484,587.5423449
4159067.163,524463.3941,587.3783401
4159066.167,524463.3041,587.2146244
4159065.171,524463.2141,587.0511976
4159064.175,524463.1242,586.8880599
4159063.179,524463.0342,586.725211
4159062.183,524462.9442,586.5626511
4159061.187,524462.8543,586.4003799
4159060.191,524462.7643,586.2383976
4159059.195,524462.6743,586.076704
4159058.199,524462.5843,585.9152992
4159057.204,524462.4944,585.7541831
4159056.208,524462.4044,585.5933555
4159055.212,524462.3144,585.4328166
4159054.216,524462.2245,585.2725663
4159053.22,524462.1345,585.1126045
4159052.224,524462.0445,584.9529312
4159051.228,524461.9546,584.7935463
4159050.232,524461.8646,584.6344498
4159049.236,524461.7746,584.4756417
4159048.24,524461.6847,584.317122
4159047.244,524461.5947,584.1588905
4159046.248,524461.5047,584.0009473
4159045.252,524461.4148,583.8432923
4159044.256,524461.3248,583.6859255
4159043.26,524461.2348,583.5288468
4159042.264,524461.1448,583.3720562
4159041.268,524461.0549,583.2155537
4159040.272,524460.9649,583.0593392
4159039.277,524460.8749,582.9034127
4159038.281,524460.785,582.7477742
4159037.285,524460.695,582.5924236
4159036.289,524460.605,582.4373608
4159035.293,524460.5151,582.2825859
4159034.297,524460.4251,582.1280988
4159033.301,524460.3351,581.9738994
4159032.305,524460.2452,581.8199878
4159031.309,524460.1552,581.6663639
4159030.313,524460.0652,581.5130276
4159029.317,524459.9753,581.3599789
4159028.321,524459.8853,581.2072178
4159027.325,524459.7953,581.0547442
4159026.329,524459.7053,580.9025582
4159025.333,524459.6154,580.7506596
4159024.337,524459.5254,580.5990484
4159023.341,524459.4354,580.4477246
4159022.345,524459.3455,580.2966882
4159021.35,524459.2555,580.1459391
4159020.354,524459.1655,579.9954773
4159019.358,524459.0756,579.8453027
4159018.362,524458.9856,579.6954153
4159017.366,524458.8956,579.5458151
4159016.37,524458.8057,579.3965021
4159015.374,524458.7157,579.2474761
4159014.378,524458.6257,579.0987372
4159013.382,524458.5358,578.9502854
4159012.386,524458.4458,578.8021205
4159011.39,524458.3558,578.6542426
4159010.394,524458.2658,578.5066516
4159009.398,524458.1759,578.3593475
4159008.402,524458.0859,578.2123303
4159007.406,524457.9959,578.0655998
4159006.41,524457.906,577.9191562
4159005.414,524457.816,577.7729992
4159004.418,524457.726,577.627129
4159003.423,524457.6361,577.4815455
4159002.427,524457.5461,577.3362486
4159001.431,524457.4561,577.1912383
4159000.435,524457.3662,577.0465146
4158999.439,524457.2762,576.9020774
4158998.443,524457.1862,576.7579267
4158997.447,524457.0963,576.6140624
4158996.451,524457.0063,576.4704846
4158995.455,524456.9163,576.3271932
4158994.459,524456.8263,576.1841882
4158993.463,524456.7364,576.0414694
4158992.467,524456.6464,575.899037
4158991.471,524456.5564,575.7568908
4158990.475,524456.4665,575.6150309
4158989.479,524456.3765,575.4734571
4158988.483,524456.2865,575.3321695
4158987.487,524456.1966,575.191168
4158986.491,524456.1066,575.0504526
4158985.496,524456.0166,574.9100232
4158984.5,524455.9267,574.7698799
4158983.504,524455.8367,574.6300225
4158982.508,524455.7467,574.4904511
4158981.512,524455.6568,574.3511656
4158980.516,524455.5668,574.212166
4158979.52,524455.4768,574.0734523
4158978.524,524455.3868,573.9350243
4158977.528,524455.2969,573.7968822
4158976.532,524455.2069,573.6590258
4158975.536,524455.1169,573.5214551
4158974.54,524455.027,573.3841701
4158973.544,524454.937,573.2471707
4158972.548,524454.847,573.110457
4158971.552,524454.7571,572.9740288
4158970.556,524454.6671,572.8378863
4158969.56,524454.5771,572.7020292
4158968.564,524454.4872,572.5664576
4158967.569,524454.3972,572.4311715
4158966.573,524454.3072,572.2961707
4158965.577,524454.2173,572.1614554
4158964.581,524454.1273,572.0270255
4158963.585,524454.0373,571.8928808
4158962.589,524453.9473,571.7590215
4158961.593,524453.8574,571.6254474
4158960.597,524453.7674,571.4921585
4158959.601,524453.6774,571.3591549
4158958.605,524453.5875,571.2264364
4158957.609,524453.4975,571.094003
4158956.613,524453.4075,570.9618548
4158955.617,524453.3176,570.8299916
4158954.621,524453.2276,570.6984134
4158953.625,524453.1376,570.5671203
4158952.629,524453.0477,570.4361121
